TicketID,DateReceived,Resolution Time,ResponseTime(In Hrs),SLAStatus,IssueCategory,ReceivedTimeOfDay,AssignedAgent,Escalated,UserSatisfaction,Status
327,25-11-2024,04-12-2024,2,Yes,Account,Afternoon,Agent17,Yes,3,Closed
328,26-05-2024,30-05-2024,4,Yes,Network,Afternoon,Agent14,No,3,Closed
329,24-09-2024,05-10-2024,4,Yes,Network,Morning,Agent19,Yes,5,Open
330,09-07-2024,17-07-2024,4,Yes,Network,Morning,Agent12,No,1,Pending
331,03-10-2024,17-10-2024,3,Yes,Network,Night,Agent16,No,5,Open
332,07-12-2024,17-12-2024,4,Yes,Network,Afternoon,Agent6,Yes,3,Open
333,25-09-2024,08-10-2024,3,No,Account,Evening,Agent12,No,4,Open
334,18-09-2024,24-09-2024,5,No,Software,Morning,Agent18,Yes,4,Open
335,07-04-2024,14-04-2024,3,No,Software,Afternoon,Agent13,No,3,Open
336,06-03-2024,15-03-2024,1,No,Hardware,Night,Agent15,Yes,2,Closed
337,30-04-2024,14-05-2024,4,No,Software,Night,Agent12,Yes,4,Closed
338,01-04-2024,16-04-2024,3,Yes,Hardware,Morning,Agent15,No,3,Open
339,03-10-2024,10-10-2024,5,No,Hardware,Evening,Agent20,Yes,4,Pending
340,04-11-2024,09-11-2024,2,No,Software,Night,Agent12,Yes,2,Pending
341,30-03-2024,04-04-2024,5,Yes,Hardware,Afternoon,Agent4,Yes,2,Closed
342,27-09-2024,01-10-2024,1,No,Account,Afternoon,Agent19,Yes,1,Pending
343,09-04-2024,23-04-2024,2,Yes,Hardware,Afternoon,Agent4,Yes,1,Open
344,16-01-2024,22-01-2024,2,Yes,Account,Morning,Agent15,Yes,3,Pending
345,08-09-2024,14-09-2024,2,No,Hardware,Morning,Agent15,Yes,4,Open
346,11-01-2024,20-01-2024,3,No,Network,Morning,Agent12,No,1,Closed
347,02-04-2024,08-04-2024,2,Yes,Network,Morning,Agent8,No,4,Pending
348,07-12-2024,15-12-2024,2,Yes,Software,Afternoon,Agent3,No,5,Open
349,05-12-2024,15-12-2024,1,No,Software,Afternoon,Agent18,No,3,Open
350,14-02-2024,26-02-2024,5,No,Account,Afternoon,Agent17,No,5,Closed
351,17-09-2024,23-09-2024,2,Yes,Software,Night,Agent13,Yes,4,Pending
352,22-01-2024,30-01-2024,4,Yes,Network,Night,Agent12,Yes,5,Closed
353,09-06-2024,21-06-2024,1,No,Network,Evening,Agent3,No,3,Closed
354,23-07-2024,05-08-2024,4,Yes,Software,Afternoon,Agent13,Yes,5,Open
355,03-09-2024,11-09-2024,5,No,Software,Night,Agent10,Yes,5,Pending
356,13-02-2024,28-02-2024,3,Yes,Network,Night,Agent3,No,2,Open
357,29-09-2024,05-10-2024,3,No,Software,Afternoon,Agent18,No,3,Pending
358,29-10-2024,08-11-2024,2,Yes,Account,Afternoon,Agent19,Yes,4,Pending
359,04-04-2024,19-04-2024,4,Yes,Network,Afternoon,Agent13,No,1,Open
360,08-11-2024,18-11-2024,2,No,Network,Afternoon,Agent19,No,2,Open
361,22-04-2024,04-05-2024,3,No,Network,Evening,Agent3,Yes,1,Closed
362,17-12-2024,25-12-2024,5,No,Account,Night,Agent7,No,4,Open
363,05-08-2024,15-08-2024,1,Yes,Network,Afternoon,Agent12,Yes,1,Pending
364,04-08-2024,19-08-2024,3,No,Software,Morning,Agent4,No,2,Open
365,25-12-2024,05-01-2025,1,No,Software,Afternoon,Agent8,No,5,Open
366,28-02-2024,12-03-2024,5,No,Account,Night,Agent13,Yes,3,Pending
367,13-03-2024,20-03-2024,4,No,Network,Morning,Agent19,Yes,5,Closed
368,01-12-2024,06-12-2024,5,No,Software,Afternoon,Agent4,No,1,Closed
369,05-10-2024,11-10-2024,3,Yes,Network,Evening,Agent13,No,4,Pending
370,16-02-2024,20-02-2024,1,Yes,Software,Evening,Agent17,Yes,3,Pending
371,13-02-2024,18-02-2024,1,Yes,Hardware,Afternoon,Agent19,Yes,4,Pending
372,19-11-2024,03-12-2024,1,Yes,Account,Night,Agent12,Yes,2,Closed
373,22-08-2024,30-08-2024,4,Yes,Hardware,Night,Agent3,No,1,Closed
374,13-07-2024,21-07-2024,3,Yes,Hardware,Morning,Agent2,Yes,3,Open
375,19-01-2024,02-02-2024,1,Yes,Software,Morning,Agent11,No,2,Open
376,27-02-2024,10-03-2024,4,No,Hardware,Afternoon,Agent14,No,4,Closed
377,29-10-2024,10-11-2024,4,Yes,Network,Night,Agent17,Yes,3,Open
378,19-09-2024,03-10-2024,3,No,Network,Night,Agent11,No,5,Pending
379,01-02-2024,13-02-2024,2,Yes,Hardware,Evening,Agent17,Yes,5,Closed
380,13-06-2024,18-06-2024,4,No,Account,Evening,Agent10,Yes,2,Open
381,18-01-2024,28-01-2024,1,No,Account,Evening,Agent11,No,4,Closed
382,26-01-2024,05-02-2024,5,No,Hardware,Morning,Agent12,No,5,Pending
383,11-12-2024,17-12-2024,3,Yes,Software,Morning,Agent4,Yes,4,Pending
384,27-01-2024,02-02-2024,3,No,Account,Evening,Agent10,Yes,1,Pending
385,13-03-2024,27-03-2024,5,No,Hardware,Night,Agent3,No,5,Pending
386,07-12-2024,17-12-2024,1,No,Software,Evening,Agent17,No,2,Closed
387,14-10-2024,26-10-2024,1,No,Network,Afternoon,Agent14,No,5,Open
388,26-01-2024,06-02-2024,4,No,Account,Morning,Agent14,Yes,3,Closed
389,22-08-2024,27-08-2024,3,Yes,Network,Night,Agent3,Yes,2,Open
390,10-01-2024,20-01-2024,4,Yes,Network,Evening,Agent6,No,4,Pending
391,21-01-2024,26-01-2024,2,No,Hardware,Morning,Agent6,No,1,Open
392,20-04-2024,02-05-2024,5,No,Hardware,Evening,Agent19,No,1,Open
393,16-09-2024,23-09-2024,5,No,Hardware,Evening,Agent13,No,2,Pending
394,22-02-2024,08-03-2024,1,No,Software,Afternoon,Agent1,No,4,Closed
395,02-08-2024,14-08-2024,1,No,Network,Morning,Agent11,Yes,5,Pending
396,25-09-2024,06-10-2024,5,No,Hardware,Morning,Agent14,No,1,Pending
397,08-05-2024,17-05-2024,3,No,Network,Morning,Agent4,Yes,4,Closed
398,20-01-2024,27-01-2024,4,Yes,Hardware,Afternoon,Agent13,Yes,3,Open
399,14-02-2024,27-02-2024,3,No,Account,Afternoon,Agent9,No,1,Closed
400,28-12-2024,02-01-2025,5,No,Hardware,Morning,Agent10,Yes,3,Closed
401,10-08-2024,17-08-2024,1,Yes,Software,Afternoon,Agent20,Yes,4,Open
402,06-12-2024,14-12-2024,3,Yes,Network,Afternoon,Agent12,No,2,Closed
403,27-04-2024,12-05-2024,4,Yes,Software,Evening,Agent11,Yes,4,Pending
404,29-05-2024,06-06-2024,2,Yes,Network,Evening,Agent18,Yes,2,Closed
405,26-02-2024,12-03-2024,1,No,Network,Morning,Agent10,No,3,Closed
406,04-04-2024,14-04-2024,2,Yes,Account,Morning,Agent6,No,4,Closed
407,31-08-2024,15-09-2024,5,No,Account,Night,Agent1,Yes,5,Pending
408,24-04-2024,08-05-2024,4,No,Account,Night,Agent2,No,3,Closed
409,28-08-2024,06-09-2024,1,Yes,Hardware,Night,Agent1,Yes,2,Closed
410,14-09-2024,22-09-2024,3,Yes,Software,Night,Agent2,No,1,Pending
411,10-09-2024,25-09-2024,4,Yes,Hardware,Afternoon,Agent17,No,5,Open
412,08-09-2024,22-09-2024,5,Yes,Hardware,Evening,Agent3,Yes,4,Closed
413,30-06-2024,12-07-2024,1,Yes,Software,Morning,Agent11,No,3,Closed
414,10-07-2024,23-07-2024,3,No,Software,Night,Agent11,Yes,1,Pending
415,16-03-2024,24-03-2024,4,Yes,Hardware,Afternoon,Agent15,Yes,5,Closed
416,06-12-2024,11-12-2024,2,Yes,Network,Night,Agent2,Yes,2,Pending
417,17-11-2024,29-11-2024,4,Yes,Software,Afternoon,Agent17,No,5,Pending
418,28-07-2024,09-08-2024,2,Yes,Network,Night,Agent13,No,1,Open
419,25-11-2024,09-12-2024,3,Yes,Account,Afternoon,Agent11,Yes,5,Pending
420,10-12-2024,16-12-2024,2,Yes,Network,Morning,Agent8,No,1,Closed
421,28-05-2024,04-06-2024,4,No,Hardware,Afternoon,Agent10,No,4,Open
422,17-11-2024,23-11-2024,2,No,Software,Afternoon,Agent11,No,3,Closed
423,13-08-2024,28-08-2024,3,Yes,Network,Night,Agent14,No,5,Pending
424,13-11-2024,20-11-2024,4,No,Account,Evening,Agent16,Yes,1,Closed
425,05-10-2024,20-10-2024,5,No,Software,Night,Agent13,Yes,4,Open
426,04-01-2024,11-01-2024,5,No,Account,Morning,Agent14,Yes,4,Open
427,13-02-2024,26-02-2024,1,No,Account,Evening,Agent5,No,3,Closed
428,13-01-2024,18-01-2024,3,No,Hardware,Morning,Agent8,No,2,Open
429,07-09-2024,13-09-2024,3,No,Software,Afternoon,Agent2,No,2,Pending
430,06-11-2024,21-11-2024,4,Yes,Hardware,Night,Agent10,Yes,2,Open
431,16-03-2024,26-03-2024,2,No,Hardware,Morning,Agent5,Yes,4,Open
432,22-05-2024,28-05-2024,1,Yes,Software,Morning,Agent3,No,1,Open
433,16-09-2024,23-09-2024,3,Yes,Account,Morning,Agent6,Yes,3,Open
434,08-12-2024,12-12-2024,3,No,Software,Evening,Agent13,Yes,1,Open
435,11-10-2024,17-10-2024,3,Yes,Hardware,Night,Agent18,Yes,4,Open
436,20-01-2024,31-01-2024,5,Yes,Software,Night,Agent9,No,4,Open
437,25-04-2024,03-05-2024,2,Yes,Hardware,Evening,Agent12,No,2,Pending
438,02-09-2024,08-09-2024,4,No,Account,Afternoon,Agent12,Yes,3,Pending
439,05-10-2024,10-10-2024,4,Yes,Software,Morning,Agent16,No,4,Open
440,09-02-2024,24-02-2024,1,No,Hardware,Morning,Agent5,Yes,2,Pending
441,01-01-2024,11-01-2024,3,Yes,Network,Night,Agent6,No,4,Closed
442,02-02-2024,14-02-2024,3,Yes,Network,Morning,Agent20,Yes,3,Closed
443,18-09-2024,30-09-2024,2,No,Software,Evening,Agent12,No,2,Open
444,31-10-2024,05-11-2024,1,No,Software,Evening,Agent17,No,1,Open
445,03-03-2024,07-03-2024,4,Yes,Software,Afternoon,Agent1,Yes,5,Open
446,11-10-2024,16-10-2024,3,No,Network,Afternoon,Agent10,No,4,Open
447,17-10-2024,29-10-2024,1,Yes,Network,Afternoon,Agent3,No,4,Closed
448,08-11-2024,19-11-2024,2,Yes,Software,Morning,Agent11,No,4,Pending
449,16-09-2024,27-09-2024,5,No,Network,Afternoon,Agent17,Yes,3,Open
450,02-10-2024,13-10-2024,1,Yes,Software,Night,Agent3,No,3,Closed
451,27-01-2024,05-02-2024,1,Yes,Software,Night,Agent13,Yes,2,Open
452,11-01-2024,16-01-2024,3,No,Software,Evening,Agent14,Yes,2,Closed
453,21-07-2024,04-08-2024,2,No,Software,Morning,Agent8,No,1,Open
454,01-05-2024,11-05-2024,3,Yes,Software,Morning,Agent3,No,1,Open
455,17-06-2024,01-07-2024,2,No,Hardware,Morning,Agent16,Yes,4,Open
456,29-07-2024,03-08-2024,3,No,Software,Night,Agent8,Yes,4,Closed
457,27-11-2024,05-12-2024,4,Yes,Hardware,Afternoon,Agent11,No,4,Closed
458,13-06-2024,22-06-2024,4,Yes,Hardware,Afternoon,Agent5,Yes,1,Closed
459,23-09-2024,27-09-2024,3,No,Software,Evening,Agent5,Yes,1,Closed
460,25-04-2024,04-05-2024,5,No,Account,Afternoon,Agent4,No,2,Open
461,18-09-2024,03-10-2024,5,No,Software,Morning,Agent12,No,2,Pending
462,01-01-2024,13-01-2024,4,Yes,Account,Night,Agent13,No,3,Open
463,24-12-2024,29-12-2024,2,Yes,Hardware,Night,Agent12,Yes,3,Closed
464,15-09-2024,29-09-2024,2,Yes,Network,Afternoon,Agent10,No,3,Pending
465,09-11-2024,16-11-2024,3,Yes,Network,Afternoon,Agent7,Yes,4,Pending
466,13-03-2024,24-03-2024,2,No,Account,Afternoon,Agent6,Yes,1,Pending
467,05-12-2024,20-12-2024,1,Yes,Network,Morning,Agent13,Yes,5,Open
468,16-12-2024,21-12-2024,2,No,Software,Morning,Agent5,Yes,5,Pending
469,14-05-2024,22-05-2024,2,No,Network,Night,Agent4,No,4,Pending
470,29-10-2024,07-11-2024,3,No,Hardware,Afternoon,Agent13,Yes,1,Open
471,28-11-2024,09-12-2024,3,Yes,Software,Morning,Agent10,No,4,Open
472,05-08-2024,14-08-2024,1,No,Account,Night,Agent8,No,3,Pending
473,20-09-2024,27-09-2024,5,Yes,Software,Morning,Agent8,Yes,2,Pending
474,28-10-2024,03-11-2024,4,No,Account,Morning,Agent10,No,2,Open
475,17-10-2024,21-10-2024,3,Yes,Software,Afternoon,Agent1,Yes,3,Open
476,30-05-2024,09-06-2024,2,No,Network,Evening,Agent20,No,3,Closed
477,14-12-2024,19-12-2024,4,No,Account,Evening,Agent2,Yes,4,Open
478,16-12-2024,27-12-2024,3,Yes,Account,Night,Agent8,Yes,5,Pending
479,05-12-2024,12-12-2024,2,No,Account,Afternoon,Agent7,Yes,2,Pending
480,15-10-2024,29-10-2024,1,Yes,Account,Night,Agent1,No,5,Open
481,06-03-2024,15-03-2024,3,No,Network,Night,Agent9,No,5,Open
482,01-04-2024,09-04-2024,2,Yes,Network,Afternoon,Agent12,No,3,Pending
483,06-03-2024,18-03-2024,4,No,Account,Evening,Agent4,Yes,5,Open
484,11-01-2024,24-01-2024,1,Yes,Account,Afternoon,Agent19,No,4,Open
485,20-10-2024,30-10-2024,3,No,Hardware,Afternoon,Agent16,No,2,Closed
486,22-02-2024,28-02-2024,3,Yes,Hardware,Afternoon,Agent6,Yes,4,Pending
487,18-12-2024,22-12-2024,2,Yes,Account,Evening,Agent6,Yes,3,Open
488,12-09-2024,27-09-2024,5,Yes,Hardware,Evening,Agent5,No,5,Open
489,03-07-2024,12-07-2024,1,No,Software,Evening,Agent14,No,5,Open
490,21-06-2024,03-07-2024,4,Yes,Network,Night,Agent4,No,4,Pending
491,28-01-2024,03-02-2024,1,Yes,Network,Morning,Agent20,No,3,Pending
492,24-01-2024,02-02-2024,2,Yes,Hardware,Afternoon,Agent6,Yes,5,Closed
493,19-06-2024,30-06-2024,4,Yes,Software,Afternoon,Agent17,No,5,Open
494,12-03-2024,17-03-2024,2,Yes,Software,Night,Agent8,No,2,Pending
495,20-10-2024,31-10-2024,5,No,Account,Morning,Agent16,Yes,1,Pending
496,13-05-2024,24-05-2024,1,Yes,Hardware,Night,Agent2,Yes,1,Open
497,23-12-2024,07-01-2025,4,No,Account,Morning,Agent18,No,2,Pending
498,04-08-2024,08-08-2024,2,No,Hardware,Night,Agent13,Yes,3,Closed
499,10-06-2024,18-06-2024,1,No,Account,Evening,Agent13,Yes,1,Open
500,16-04-2024,29-04-2024,1,Yes,Account,Night,Agent4,No,4,Open
501,13-10-2024,25-10-2024,4,Yes,Network,Evening,Agent14,No,5,Pending
502,02-03-2024,11-03-2024,4,No,Software,Night,Agent4,Yes,5,Closed
503,31-05-2024,04-06-2024,4,No,Network,Morning,Agent17,No,1,Closed
504,15-04-2024,22-04-2024,3,Yes,Account,Afternoon,Agent12,No,3,Pending
505,04-01-2024,14-01-2024,1,Yes,Network,Evening,Agent1,No,5,Pending
506,20-11-2024,03-12-2024,3,Yes,Hardware,Afternoon,Agent2,No,3,Closed
507,18-01-2024,27-01-2024,1,Yes,Account,Afternoon,Agent4,No,4,Open
508,23-01-2024,04-02-2024,4,No,Hardware,Morning,Agent17,Yes,2,Closed
509,12-10-2024,26-10-2024,4,No,Software,Afternoon,Agent9,No,2,Open
510,25-04-2024,07-05-2024,4,No,Hardware,Morning,Agent14,No,5,Pending
511,18-05-2024,25-05-2024,3,Yes,Account,Afternoon,Agent15,No,5,Closed
512,24-07-2024,03-08-2024,2,Yes,Software,Night,Agent1,Yes,4,Pending
513,16-05-2024,20-05-2024,1,No,Software,Morning,Agent5,No,3,Pending
514,06-03-2024,15-03-2024,5,No,Hardware,Evening,Agent1,Yes,5,Open
515,09-09-2024,20-09-2024,1,No,Network,Evening,Agent2,Yes,1,Pending
516,17-12-2024,31-12-2024,4,Yes,Account,Morning,Agent8,No,4,Pending
517,24-05-2024,01-06-2024,3,Yes,Software,Afternoon,Agent9,No,1,Open
518,10-03-2024,22-03-2024,4,Yes,Network,Afternoon,Agent10,Yes,2,Open
519,11-08-2024,15-08-2024,2,No,Hardware,Night,Agent6,Yes,3,Open
520,21-01-2024,03-02-2024,4,No,Account,Afternoon,Agent15,Yes,1,Open
521,28-06-2024,08-07-2024,3,No,Network,Afternoon,Agent11,No,3,Open
522,14-02-2024,20-02-2024,5,No,Software,Morning,Agent15,No,1,Closed
523,28-10-2024,01-11-2024,2,No,Software,Evening,Agent12,Yes,2,Open
524,01-11-2024,14-11-2024,1,No,Hardware,Evening,Agent12,Yes,5,Closed
525,12-12-2024,27-12-2024,1,No,Software,Night,Agent10,Yes,2,Pending
526,27-08-2024,05-09-2024,3,Yes,Network,Morning,Agent1,Yes,4,Closed
527,29-02-2024,04-03-2024,4,No,Network,Morning,Agent3,Yes,2,Open
528,08-01-2024,23-01-2024,5,Yes,Account,Night,Agent11,No,2,Pending
529,22-05-2024,27-05-2024,2,No,Network,Night,Agent16,Yes,2,Pending
530,19-07-2024,24-07-2024,5,Yes,Software,Afternoon,Agent17,No,4,Open
531,21-02-2024,27-02-2024,2,No,Network,Night,Agent10,Yes,3,Pending
532,06-03-2024,20-03-2024,5,No,Network,Morning,Agent14,No,2,Closed
533,19-04-2024,27-04-2024,3,No,Hardware,Afternoon,Agent8,No,5,Closed
534,12-10-2024,26-10-2024,4,No,Account,Evening,Agent15,Yes,5,Closed
535,26-01-2024,10-02-2024,3,No,Software,Night,Agent10,Yes,1,Pending
536,15-02-2024,21-02-2024,1,No,Account,Afternoon,Agent1,No,5,Pending
537,09-04-2024,22-04-2024,3,No,Hardware,Evening,Agent10,No,1,Closed
538,23-07-2024,31-07-2024,4,No,Software,Morning,Agent10,Yes,1,Open
539,14-10-2024,23-10-2024,5,Yes,Account,Morning,Agent15,No,5,Pending
540,13-10-2024,24-10-2024,4,No,Account,Evening,Agent4,No,3,Open
541,07-07-2024,13-07-2024,4,No,Account,Night,Agent4,Yes,2,Open
542,02-02-2024,15-02-2024,5,Yes,Hardware,Morning,Agent4,Yes,1,Closed
543,10-07-2024,18-07-2024,3,Yes,Software,Evening,Agent7,No,2,Pending
544,03-12-2024,17-12-2024,5,Yes,Network,Morning,Agent18,No,3,Pending
545,31-03-2024,13-04-2024,2,No,Hardware,Morning,Agent11,No,2,Open
546,09-05-2024,22-05-2024,1,No,Software,Morning,Agent4,No,4,Closed
547,11-11-2024,21-11-2024,3,Yes,Account,Morning,Agent20,No,3,Closed
548,13-01-2024,25-01-2024,5,Yes,Account,Night,Agent6,Yes,4,Closed
549,16-06-2024,25-06-2024,3,No,Hardware,Morning,Agent12,Yes,1,Pending
550,05-09-2024,20-09-2024,2,Yes,Hardware,Evening,Agent7,No,4,Open
551,26-07-2024,03-08-2024,1,Yes,Network,Morning,Agent19,Yes,5,Pending
552,23-06-2024,29-06-2024,4,Yes,Network,Morning,Agent8,Yes,2,Pending
553,31-08-2024,05-09-2024,2,No,Software,Afternoon,Agent2,No,5,Open
554,15-10-2024,26-10-2024,3,No,Network,Morning,Agent15,Yes,1,Closed
555,30-07-2024,11-08-2024,5,Yes,Account,Evening,Agent17,Yes,2,Closed
556,25-03-2024,01-04-2024,1,No,Software,Afternoon,Agent15,Yes,1,Pending
557,22-06-2024,26-06-2024,4,No,Software,Morning,Agent9,Yes,4,Pending
558,17-05-2024,24-05-2024,1,Yes,Account,Afternoon,Agent6,No,1,Open
559,10-06-2024,18-06-2024,1,Yes,Account,Morning,Agent4,No,1,Open
560,14-11-2024,29-11-2024,2,No,Hardware,Afternoon,Agent9,Yes,2,Pending
561,06-10-2024,13-10-2024,1,No,Hardware,Night,Agent6,Yes,1,Open
562,07-08-2024,19-08-2024,2,Yes,Network,Afternoon,Agent9,Yes,3,Pending
563,12-09-2024,25-09-2024,5,Yes,Network,Evening,Agent15,Yes,4,Pending
564,27-12-2024,10-01-2025,4,Yes,Account,Morning,Agent15,No,5,Pending
565,12-01-2024,23-01-2024,3,No,Account,Night,Agent1,Yes,3,Open
566,30-03-2024,13-04-2024,3,Yes,Account,Night,Agent11,No,5,Pending
567,31-01-2024,14-02-2024,4,No,Account,Morning,Agent16,Yes,1,Pending
568,02-06-2024,08-06-2024,1,Yes,Network,Night,Agent3,No,1,Open
569,14-03-2024,26-03-2024,5,No,Account,Night,Agent8,No,1,Pending
570,27-05-2024,31-05-2024,5,Yes,Account,Evening,Agent17,Yes,2,Pending
571,11-10-2024,16-10-2024,2,No,Hardware,Afternoon,Agent17,No,3,Pending
572,27-10-2024,10-11-2024,1,Yes,Network,Night,Agent18,Yes,3,Closed
573,01-12-2024,08-12-2024,2,No,Hardware,Night,Agent20,Yes,1,Pending
574,05-07-2024,10-07-2024,4,Yes,Hardware,Evening,Agent6,Yes,4,Open
575,16-09-2024,30-09-2024,2,No,Software,Evening,Agent1,No,4,Open
576,05-02-2024,17-02-2024,1,No,Hardware,Afternoon,Agent4,Yes,2,Closed
577,06-07-2024,16-07-2024,1,Yes,Software,Afternoon,Agent19,Yes,5,Closed
578,21-01-2024,30-01-2024,2,No,Software,Morning,Agent8,Yes,5,Closed
579,30-11-2024,13-12-2024,5,No,Network,Evening,Agent7,Yes,1,Pending
580,26-09-2024,05-10-2024,3,No,Hardware,Night,Agent19,No,2,Closed
581,16-10-2024,20-10-2024,3,Yes,Hardware,Night,Agent11,Yes,3,Pending
582,30-11-2024,11-12-2024,2,Yes,Network,Morning,Agent3,No,4,Closed
583,24-01-2024,08-02-2024,5,Yes,Hardware,Evening,Agent20,No,5,Closed
584,27-05-2024,04-06-2024,5,Yes,Network,Morning,Agent16,No,4,Open
585,30-09-2024,08-10-2024,3,No,Software,Morning,Agent8,No,2,Open
586,24-02-2024,04-03-2024,3,No,Account,Morning,Agent5,Yes,1,Closed
587,11-07-2024,26-07-2024,5,Yes,Hardware,Morning,Agent7,No,1,Closed
588,08-04-2024,23-04-2024,3,No,Software,Evening,Agent1,No,1,Pending
589,07-09-2024,13-09-2024,4,No,Network,Evening,Agent20,No,3,Pending
590,20-04-2024,01-05-2024,3,No,Network,Evening,Agent10,No,2,Pending
591,08-09-2024,13-09-2024,1,No,Network,Night,Agent16,Yes,5,Closed
592,30-10-2024,09-11-2024,5,Yes,Account,Night,Agent10,Yes,5,Closed
593,10-01-2024,15-01-2024,5,Yes,Hardware,Morning,Agent11,No,4,Closed
594,29-05-2024,07-06-2024,1,No,Account,Evening,Agent4,Yes,5,Pending
595,27-01-2024,05-02-2024,2,No,Hardware,Evening,Agent3,No,5,Closed
596,28-06-2024,02-07-2024,3,No,Network,Night,Agent11,Yes,5,Pending
597,18-06-2024,01-07-2024,5,Yes,Software,Evening,Agent11,Yes,2,Pending
598,19-07-2024,31-07-2024,5,No,Software,Afternoon,Agent20,No,2,Pending
599,23-10-2024,07-11-2024,5,Yes,Hardware,Night,Agent19,Yes,1,Pending
600,31-10-2024,05-11-2024,2,Yes,Software,Evening,Agent5,Yes,2,Pending
601,20-02-2024,02-03-2024,2,Yes,Account,Morning,Agent20,Yes,4,Closed
602,17-10-2024,21-10-2024,4,No,Software,Morning,Agent8,Yes,5,Open
603,05-08-2024,17-08-2024,1,No,Software,Afternoon,Agent10,No,3,Closed
604,23-02-2024,06-03-2024,2,No,Network,Night,Agent16,Yes,5,Closed
605,14-02-2024,18-02-2024,5,No,Hardware,Night,Agent10,No,4,Open
606,21-03-2024,29-03-2024,1,No,Hardware,Night,Agent12,Yes,3,Open
607,22-07-2024,28-07-2024,1,Yes,Network,Night,Agent17,No,5,Open
608,13-05-2024,22-05-2024,3,Yes,Network,Evening,Agent15,No,3,Closed
609,06-06-2024,14-06-2024,4,No,Network,Night,Agent9,Yes,4,Open
610,30-03-2024,08-04-2024,3,No,Account,Morning,Agent3,No,2,Open
611,23-05-2024,29-05-2024,3,Yes,Software,Evening,Agent17,Yes,3,Closed
612,22-12-2024,26-12-2024,2,No,Account,Morning,Agent5,Yes,1,Closed
613,07-08-2024,17-08-2024,3,No,Hardware,Afternoon,Agent9,Yes,1,Open
614,08-02-2024,17-02-2024,4,No,Account,Morning,Agent10,Yes,2,Pending
615,23-07-2024,07-08-2024,2,Yes,Account,Night,Agent15,No,5,Closed
616,20-12-2024,27-12-2024,2,Yes,Account,Morning,Agent20,No,3,Closed
617,30-04-2024,04-05-2024,4,No,Account,Evening,Agent17,No,4,Closed
618,16-03-2024,27-03-2024,4,Yes,Hardware,Night,Agent20,Yes,5,Open
619,19-10-2024,26-10-2024,2,No,Account,Afternoon,Agent1,No,5,Pending
620,01-01-2024,12-01-2024,2,Yes,Hardware,Evening,Agent12,No,2,Pending
621,10-08-2024,19-08-2024,4,Yes,Network,Morning,Agent16,No,2,Pending
622,19-07-2024,02-08-2024,1,Yes,Hardware,Morning,Agent16,No,3,Open
623,16-06-2024,25-06-2024,2,No,Account,Night,Agent11,Yes,3,Open
624,09-04-2024,21-04-2024,3,No,Account,Night,Agent12,No,1,Pending
625,19-11-2024,25-11-2024,2,Yes,Hardware,Morning,Agent16,No,1,Pending
626,22-08-2024,05-09-2024,3,Yes,Hardware,Morning,Agent20,Yes,2,Open
627,26-04-2024,02-05-2024,2,Yes,Network,Night,Agent18,Yes,5,Pending
628,04-03-2024,11-03-2024,4,Yes,Account,Afternoon,Agent11,Yes,1,Open
629,13-05-2024,18-05-2024,5,Yes,Software,Evening,Agent6,No,5,Closed
630,20-05-2024,02-06-2024,3,No,Software,Afternoon,Agent14,No,5,Pending
631,23-06-2024,06-07-2024,1,No,Network,Evening,Agent14,Yes,3,Open
632,08-01-2024,20-01-2024,5,No,Account,Morning,Agent18,Yes,1,Closed
633,08-10-2024,21-10-2024,3,No,Account,Evening,Agent19,Yes,3,Closed
634,19-04-2024,03-05-2024,3,No,Software,Afternoon,Agent7,Yes,3,Open
635,11-09-2024,22-09-2024,2,No,Hardware,Afternoon,Agent19,No,2,Pending
636,27-10-2024,01-11-2024,1,No,Account,Evening,Agent11,Yes,1,Closed
637,26-07-2024,30-07-2024,2,No,Hardware,Evening,Agent6,Yes,1,Pending
638,03-09-2024,12-09-2024,2,No,Hardware,Morning,Agent4,No,4,Closed
639,23-02-2024,02-03-2024,1,No,Network,Morning,Agent3,No,5,Open
640,25-10-2024,03-11-2024,1,Yes,Account,Night,Agent3,Yes,4,Closed
641,13-11-2024,21-11-2024,2,No,Hardware,Afternoon,Agent9,No,3,Pending
642,15-10-2024,25-10-2024,2,No,Account,Morning,Agent3,Yes,2,Closed
643,14-08-2024,26-08-2024,5,No,Hardware,Morning,Agent17,Yes,5,Closed
644,22-10-2024,02-11-2024,2,Yes,Hardware,Night,Agent10,No,2,Pending
645,19-03-2024,23-03-2024,3,Yes,Hardware,Night,Agent15,Yes,3,Closed
646,10-09-2024,21-09-2024,4,No,Software,Afternoon,Agent17,Yes,5,Closed
647,20-08-2024,25-08-2024,1,Yes,Account,Morning,Agent20,Yes,3,Pending
648,16-04-2024,29-04-2024,1,No,Network,Morning,Agent5,Yes,5,Pending
649,14-10-2024,23-10-2024,5,No,Account,Morning,Agent5,No,1,Open
650,20-07-2024,26-07-2024,3,Yes,Hardware,Evening,Agent12,No,5,Open
651,19-10-2024,25-10-2024,1,Yes,Account,Evening,Agent4,Yes,1,Open
652,02-02-2024,13-02-2024,2,Yes,Hardware,Afternoon,Agent17,Yes,3,Open
653,06-03-2024,21-03-2024,5,Yes,Account,Morning,Agent16,No,4,Closed
654,26-02-2024,03-03-2024,1,No,Hardware,Evening,Agent4,Yes,4,Pending
